User_ID,Product_ID,Age,Gender,Marital_Status,City_Category,Stay_In_Current_City_Years,Product_Category,Product_Subcategory_1,Product_Subcategory_2,Purchase
1057709,P00004398,36-45,M,0,A,4,5,4.0,,514
1040266,P00047701,55+,F,1,C,2,17,12.0,13.0,313
1058811,P00059595,26-35,M,0,A,4,6,,,9433
1049523,P00077291,0-17,M,0,A,2,10,6.0,,255
1036663,P00049667,46-50,M,1,A,3,6,45.0,,10912
1054793,P00000404,18-25,M,0,A,3,20,39.0,,28520
1071353,P00056195,51-55,F,1,C,2,20,42.0,5.0,19390
1046186,P00058800,36-45,M,0,B,1,17,,,391
1024370,P00072217,0-17,M,0,A,1,9,7.0,,8698
1049141,P00008604,26-35,M,0,A,2,13,44.0,,29390
1082690,P00051282,51-55,F,1,C,5+,3,21.0,14.0,3093
1066319,P00025028,46-50,F,1,B,2,5,,17.0,334
1057608,P00068130,26-35,M,0,A,4,13,36.0,,12930
1057074,P00024562,46-50,F,1,B,5+,3,28.0,,24680
1086122,P00095895,51-55,F,1,C,2,5,20.0,,264
1007401,P00001383,55+,F,1,C,4,16,18.0,18.0,2709
1072857,P00032596,36-45,M,1,A,4,3,40.0,19.0,21440
1019594,P00039784,36-45,M,1,A,5+,13,,,12690
1069534,P00040983,51-55,F,1,B,4,10,25.0,,2874
1032870,P00037021,0-17,M,0,A,2,5,16.0,,322
1044004,P00059766,26-35,M,0,A,4,8,18.0,,519
1049017,P00023678,26-35,M,0,A,5+,11,36.0,,10787
1013709,P00015036,51-55,F,1,B,1,3,24.0,,27490
1000481,P00090943,26-35,M,0,B,1,11,10.0,7.0,8345
1001413,P00042543,18-25,M,0,A,2,16,16.0,,583
1039335,P00006962,46-50,F,1,B,5+,8,39.0,8.0,2808
1046401,P00041831,26-35,M,0,A,4,18,28.0,12.0,13060
1051617,P00037299,18-25,M,0,A,2,3,14.0,,18420
1092484,P00078590,36-45,F,1,B,1,14,35.0,,3813
1002338,P00067334,55+,F,1,C,1,11,42.0,,9945
1002285,P00074593,51-55,F,1,C,2,1,42.0,,4746
1098954,P00064596,26-35,M,0,A,4,18,,,25660
1049195,P00078860,26-35,M,0,B,3,5,6.0,8.0,451
1024037,P00098422,0-17,M,0,A,1,14,14.0,,3329
1058495,P00055630,36-45,M,0,B,2,3,26.0,,20620
1057561,P00086539,51-55,F,1,C,2,4,16.0,10.0,527
1050273,P00035626,46-50,M,1,B,3,12,,10.0,6100
1039240,P00007687,36-45,M,1,A,5+,19,,,13780
1042740,P00053573,55+,F,1,C,2,3,22.0,,19860
1000481,P00049414,26-35,M,0,B,1,16,42.0,,351
1061118,P00093027,46-50,M,1,B,1,3,13.0,11.0,17690
1035199,P00027144,36-45,M,0,A,2,16,,,266
1046636,P00042825,26-35,M,0,A,4,19,22.0,,23080
1084386,P00030169,46-50,M,1,A,4,19,42.0,,27030
1084304,P00056364,26-35,M,0,A,4,16,36.0,,2441
1047823,P00026161,46-50,M,1,B,2,5,,11.0,150
1072895,P00077084,55+,F,1,C,2,3,11.0,7.0,20810
1029338,P00005261,46-50,M,1,A,5+,3,7.0,,23950
1027856,P00042882,26-35,M,0,A,2,5,,19.0,504
1013547,P00087756,51-55,F,1,B,1,12,7.0,,4532
1007433,P00085769,26-35,M,0,A,4,11,,8.0,11751
1080509,P00054882,36-45,M,1,A,1,3,36.0,,1041
1023706,P00093806,36-45,M,0,A,4,17,27.0,,1825
1083193,P00053354,36-45,M,0,A,5+,3,40.0,,7304
1073248,P00076619,18-25,M,0,A,1,10,,20.0,590
1025750,P00052510,51-55,F,1,C,3,4,,,574
1071065,P00058766,51-55,F,1,C,4,11,36.0,,3730
1056876,P00035626,26-35,M,0,A,3,12,,10.0,6100
1094948,P00028106,18-25,M,0,A,5+,10,30.0,,298
1058179,P00024477,26-35,M,0,B,5+,13,35.0,,27990
1059103,P00099120,26-35,M,0,A,2,18,13.0,,23060
1038994,P00060293,46-50,M,1,B,4,14,9.0,,7376
1092727,P00057363,46-50,F,1,B,2,6,30.0,10.0,8941
1021592,P00023219,36-45,M,0,A,3,16,36.0,,249
1029137,P00087183,55+,F,1,C,5+,11,14.0,,6864
1055000,P00016022,18-25,M,0,A,5+,5,32.0,17.0,562
1054158,P00070465,46-50,M,1,B,4,17,,,1368
1005772,P00072749,51-55,F,1,B,3,6,,,10952
1023856,P00004752,36-45,M,0,A,4,3,36.0,,5272
1033838,P00096338,46-50,F,1,B,5+,8,,,7087
1079042,P00028084,36-45,M,0,B,1,15,36.0,9.0,348
1017775,P00083898,46-50,M,1,B,1,12,10.0,,5055
1063577,P00003426,26-35,M,0,A,3,16,,,447
1002724,P00078516,18-25,M,0,A,5+,6,7.0,,7618
1058423,P00043444,55+,F,1,C,5+,3,13.0,12.0,15890
1043444,P00031161,55+,F,1,C,2,16,44.0,,369
1022793,P00087690,51-55,F,1,C,1,3,40.0,,4486
1085467,P00003018,36-45,M,1,A,3,3,33.0,19.0,1082
1042955,P00049531,55+,F,1,C,4,14,45.0,,5716
1032062,P00073116,46-50,F,1,C,2,5,30.0,,244
1068293,P00056316,36-45,M,0,A,4,17,40.0,19.0,1013
1079808,P00035794,46-50,F,1,B,5+,20,,20.0,28460
1068690,P00072809,46-50,M,1,B,5+,7,,,12065
1014882,P00049077,26-35,M,0,A,5+,10,9.0,11.0,1210
1086351,P00078369,36-45,M,0,A,5+,12,42.0,,11136
1084918,P00070856,0-17,M,0,A,1,7,7.0,6.0,8171
1045979,P00005627,46-50,F,1,B,4,3,14.0,,25690
1097374,P00057246,36-45,F,1,B,4,17,24.0,,187
1072606,P00065839,55+,F,1,C,5+,9,,,7540
1053674,P00023246,36-45,M,1,A,5+,7,27.0,8.0,8888
1065917,P00023984,18-25,M,0,A,2,5,,9.0,504
1006110,P00023477,36-45,M,1,A,2,3,35.0,,25950
1013709,P00095328,51-55,F,1,B,1,13,44.0,,20490
1053254,P00071397,36-45,M,1,A,3,13,26.0,,18250
1059349,P00084758,18-25,M,0,A,1,4,40.0,,211
1000164,P00064069,55+,F,1,C,2,13,,,23540
1083491,P00028084,18-25,M,0,A,2,15,36.0,9.0,348
1095068,P00030655,55+,F,1,C,4,10,36.0,,3271
1011789,P00051900,55+,F,1,C,3,17,8.0,,196
1042753,P00054034,46-50,M,1,B,4,17,39.0,,1475
1020159,P00000610,36-45,M,0,B,2,17,10.0,14.0,2808
1076145,P00009955,26-35,M,0,A,5+,8,15.0,,2665
1030019,P00089916,36-45,M,0,B,2,3,20.0,,21800
1041884,P00007851,18-25,M,0,A,1,17,36.0,8.0,137
1006290,P00082670,26-35,M,0,A,4,20,10.0,10.0,12360
1086163,P00020109,51-55,F,1,C,5+,16,,,661
1058240,P00072685,46-50,M,1,B,4,4,30.0,5.0,243
1090745,P00045621,26-35,M,0,B,1,15,6.0,,186
1079610,P00032180,51-55,F,1,C,5+,4,44.0,8.0,545
1011129,P00022673,18-25,M,0,A,1,11,9.0,,10561
1047451,P00093806,51-55,F,1,B,5+,17,27.0,,1825
1005222,P00045250,46-50,F,1,C,2,2,,,1262
1092698,P00032818,55+,F,1,C,1,7,10.0,,8307
1097894,P00007992,55+,F,1,C,2,11,9.0,7.0,3518
1068282,P00062898,46-50,M,1,B,4,3,,,15190
1077422,P00085227,36-45,F,1,B,1,17,32.0,18.0,558
1016319,P00029215,26-35,M,0,B,1,17,,,489
1044556,P00019026,55+,F,1,C,3,1,,,5071
1037139,P00007652,36-45,M,1,A,4,5,4.0,19.0,270
1044799,P00037299,26-35,M,0,A,3,3,14.0,,18420
1027116,P00064512,0-17,M,0,A,1,12,9.0,,7178
1064729,P00095328,36-45,M,1,A,5+,13,44.0,,20490
1044749,P00038818,46-50,F,1,B,5+,11,7.0,,7742
1089191,P00003426,36-45,M,0,A,2,16,,,447
1030326,P00099120,0-17,M,0,A,2,18,13.0,,23060
1013343,P00024477,36-45,M,1,A,3,13,35.0,,27990
1038801,P00069480,46-50,M,1,B,4,4,32.0,15.0,504
1069733,P00030655,55+,F,1,C,1,10,36.0,,3271
1055202,P00000947,36-45,M,1,A,2,13,,8.0,15340
1038068,P00009532,26-35,M,0,A,1,12,,19.0,8958
1000804,P00096342,26-35,M,0,A,4,3,44.0,,16010
1081290,P00029366,18-25,M,0,A,2,11,40.0,,11779
1072857,P00053585,36-45,M,1,A,4,8,10.0,8.0,642
1052321,P00098213,36-45,M,1,A,4,16,,19.0,537
1042087,P00068070,0-17,M,0,A,2,15,4.0,17.0,214
1030187,P00024778,26-35,M,0,A,3,16,16.0,,498
1068194,P00038305,18-25,M,0,A,5+,1,36.0,,5874
1089207,P00060293,18-25,M,0,A,4,14,9.0,,7376
1033883,P00076601,36-45,M,1,A,1,19,20.0,6.0,21930
1016576,P00075833,55+,F,1,C,5+,14,,,4813
1049147,P00056195,36-45,M,1,A,4,20,42.0,5.0,19390
1060171,P00085164,46-50,M,1,A,4,6,,,12061
1041612,P00031451,51-55,F,1,B,5+,16,8.0,9.0,190
1054581,P00018050,46-50,F,1,B,2,4,44.0,,595
1025554,P00013981,26-35,M,0,A,5+,17,25.0,11.0,1351
1095394,P00049085,51-55,F,1,C,1,15,,12.0,333
1078906,P00040342,36-45,M,0,A,4,12,45.0,,7243
1010548,P00012789,51-55,F,1,B,5+,11,10.0,20.0,6186
1085252,P00007722,46-50,M,1,A,1,2,21.0,12.0,1572
1079253,P00064867,36-45,M,0,A,5+,19,21.0,,23300
1036259,P00071397,46-50,F,1,B,3,13,26.0,,18250
1033735,P00005606,55+,F,1,C,2,15,16.0,,197
1060596,P00082851,51-55,F,1,B,3,6,21.0,14.0,8186
1077334,P00004622,0-17,M,0,A,1,18,30.0,17.0,20030
1060984,P00096356,36-45,M,1,A,5+,15,40.0,,552
1091588,P00044280,26-35,M,0,A,1,4,32.0,,563
1086771,P00090195,46-50,F,1,B,5+,8,,,6712
1005982,P00029848,26-35,M,0,A,5+,5,4.0,,489
1081695,P00080341,51-55,F,1,B,4,7,,9.0,8741
1002483,P00071061,26-35,M,0,A,4,16,9.0,,1804
1016187,P00089391,36-45,M,1,A,2,14,36.0,8.0,5893
1000490,P00025397,46-50,F,1,B,5+,8,25.0,11.0,2147
1061704,P00054003,55+,F,1,C,5+,7,28.0,,9890
1056729,P00093042,36-45,M,1,A,3,4,18.0,,336
1011608,P00095824,55+,F,1,C,4,17,27.0,,691
1091585,P00056267,51-55,F,1,C,1,15,20.0,11.0,560
1024889,P00008010,51-55,F,1,C,2,4,24.0,9.0,545
1045781,P00029969,26-35,M,0,A,1,4,,18.0,329
1029112,P00035438,36-45,M,0,A,5+,13,28.0,10.0,15700
1020013,P00098002,36-45,M,1,A,4,13,30.0,,21150
1035127,P00050788,36-45,M,0,A,5+,10,18.0,,354
1014806,P00086220,36-45,M,0,B,4,10,16.0,,527
1086745,P00057578,51-55,F,1,C,3,12,20.0,7.0,8991
1078098,P00077984,18-25,M,0,A,1,4,,,275
1051311,P00072786,26-35,M,0,A,2,16,,,138
1094060,P00028582,51-55,F,1,B,5+,19,,20.0,16790
1017387,P00078590,46-50,M,1,B,4,14,35.0,,3813
1068181,P00087001,36-45,M,1,A,4,7,40.0,,9660
1023967,P00098048,55+,F,1,C,3,10,4.0,,599
1037247,P00053512,46-50,F,1,B,5+,19,,9.0,12300
1087452,P00028093,51-55,F,1,C,4,17,42.0,,755
1020025,P00075102,36-45,F,1,B,1,17,20.0,,2988
1043396,P00092319,55+,F,1,C,2,5,,,318
1020983,P00036068,46-50,M,1,B,5+,16,25.0,,1526
1046966,P00080364,26-35,M,0,A,2,3,,8.0,3982
1098977,P00087599,55+,F,1,C,2,10,6.0,6.0,313
1021929,P00093027,36-45,M,1,A,3,3,13.0,11.0,17690
1040471,P00058632,46-50,F,1,B,2,12,10.0,,11092
1079898,P00087690,36-45,F,1,B,2,3,40.0,,4486
1077252,P00088589,51-55,F,1,B,4,12,27.0,,6995
1037469,P00023477,46-50,M,1,A,5+,3,35.0,,25950
1076842,P00057454,51-55,F,1,C,5+,10,40.0,,2940
1060235,P00076106,26-35,M,0,B,1,16,4.0,16.0,414
1036689,P00090175,46-50,M,1,B,4,8,33.0,,2825
1097868,P00037875,26-35,M,0,A,2,19,26.0,,17210
1087452,P00015703,51-55,F,1,C,4,7,,,12517
1038478,P00058322,46-50,M,1,B,5+,7,18.0,,10594
1031022,P00038093,18-25,M,0,A,4,17,,,590
1080766,P00071316,55+,F,1,C,1,19,12.0,,13870
1080394,P00034411,55+,F,1,C,4,12,10.0,12.0,6162
1060078,P00080114,36-45,F,1,B,5+,17,,18.0,184
1004801,P00010617,36-45,M,1,A,5+,10,,8.0,1576
1043121,P00099835,51-55,F,1,B,4,8,6.0,,1021
1050902,P00006684,51-55,F,1,C,5+,12,,,7148
1071501,P00077940,26-35,M,0,A,2,13,11.0,10.0,28770
1063979,P00099239,0-17,M,0,A,1,15,20.0,,287
1061704,P00062718,55+,F,1,C,5+,3,24.0,,18410
1016895,P00091338,51-55,F,1,B,4,20,22.0,9.0,27790
1040259,P00047292,51-55,F,1,B,3,3,12.0,,18360
1024445,P00063174,26-35,M,0,A,3,16,6.0,6.0,2337
1014964,P00014665,51-55,F,1,B,5+,15,18.0,7.0,446
1067610,P00053512,46-50,M,1,A,5+,19,,9.0,12300
1076070,P00048655,36-45,F,1,B,1,15,,,334
1005982,P00015036,26-35,M,0,A,5+,3,24.0,,27490
1020072,P00079494,36-45,M,1,A,1,20,12.0,12.0,23230
1077013,P00060144,55+,F,1,C,3,15,36.0,,317
1054605,P00038634,46-50,F,1,B,3,6,27.0,,8733
1090583,P00080704,46-50,F,1,B,3,17,4.0,16.0,315
1079387,P00029588,55+,F,1,C,4,16,,19.0,1303
1014007,P00023552,36-45,M,1,A,5+,17,16.0,,326
1013141,P00073116,55+,F,1,C,1,5,30.0,,244
1013561,P00055865,51-55,F,1,C,4,17,42.0,,2426
1009763,P00054145,36-45,M,0,B,1,10,28.0,,588
1064700,P00009387,55+,F,1,C,2,19,21.0,6.0,25080
1058593,P00094187,36-45,M,1,B,3,12,,,5426
1033887,P00033049,51-55,F,1,C,4,19,7.0,,28060
1062153,P00024235,36-45,M,0,A,1,12,45.0,,4567
1077496,P00049716,46-50,F,1,B,4,5,18.0,,585
1015530,P00095676,46-50,M,1,B,1,10,20.0,,98
1033852,P00081507,26-35,M,0,A,4,9,,19.0,11183
1041222,P00009159,26-35,M,0,A,2,8,40.0,,3323
1063581,P00034954,26-35,M,0,A,4,19,11.0,5.0,12190
1030721,P00061709,26-35,M,0,A,5+,10,,,408
1062501,P00041120,51-55,F,1,B,4,11,30.0,,11424
1032375,P00057989,51-55,F,1,B,5+,11,18.0,17.0,8534
1036127,P00061569,36-45,M,1,A,2,15,,,100
1005767,P00059770,36-45,M,1,A,2,13,,,12090
1073607,P00031423,51-55,F,1,B,3,10,,17.0,1834
1020555,P00046154,46-50,F,1,B,1,6,14.0,13.0,10067
1036314,P00099523,46-50,M,1,B,4,16,32.0,5.0,48
1019355,P00084059,55+,F,1,C,4,16,40.0,,426
1084530,P00049049,26-35,M,0,A,3,11,,7.0,11593
1007277,P00099152,46-50,M,1,B,5+,15,4.0,,340
1089691,P00072730,46-50,M,1,A,1,3,,,2448
1059601,P00052510,26-35,M,0,B,2,4,,,574
1086212,P00010731,55+,F,1,C,4,10,15.0,19.0,1208
1097762,P00011524,51-55,F,1,C,1,2,18.0,,578
1000980,P00036431,36-45,M,0,B,1,17,45.0,,725
1067060,P00089317,51-55,F,1,B,4,12,14.0,17.0,7293
1008134,P00047770,55+,F,1,C,5+,7,27.0,13.0,9182
1089514,P00022724,51-55,F,1,B,5+,10,,13.0,2249
1069644,P00009387,46-50,M,1,B,4,19,21.0,6.0,25080
1089136,P00074308,55+,F,1,C,1,16,,8.0,400
1051068,P00029184,18-25,M,0,A,3,4,,,132
1043396,P00058353,55+,F,1,C,2,8,,20.0,1045
1012962,P00025838,55+,F,1,C,1,10,27.0,,1558
1082839,P00008262,36-45,M,0,A,5+,11,35.0,,10700
1072301,P00004898,36-45,M,0,B,2,20,21.0,17.0,13630
1017249,P00033042,26-35,M,0,A,3,16,20.0,,531
1028323,P00048193,26-35,M,0,A,5+,12,30.0,11.0,8810
1013973,P00045539,51-55,F,1,C,4,9,,7.0,10859
1078076,P00046246,26-35,M,0,A,4,16,16.0,,91
1061090,P00084191,51-55,F,1,C,4,8,35.0,,1274
1011321,P00046817,46-50,M,1,B,4,19,26.0,,22100
1025873,P00075833,36-45,M,0,A,3,14,,,4813
1077348,P00036431,26-35,M,0,A,1,17,45.0,,725
1049301,P00017642,51-55,F,1,B,4,7,42.0,,9585
1039329,P00077113,55+,F,1,C,1,16,36.0,,79
1084185,P00089981,26-35,M,0,B,5+,16,4.0,,238
1034624,P00033976,26-35,M,0,A,3,6,14.0,,8375
1021615,P00021541,46-50,F,1,B,3,19,,,14140
1085519,P00045685,26-35,M,0,A,2,20,21.0,,26960
1043215,P00046993,36-45,M,1,A,5+,3,12.0,,27090
1007363,P00021541,26-35,M,0,B,2,19,,,14140
1088617,P00009923,36-45,F,1,B,2,13,28.0,17.0,14490
1071553,P00015683,51-55,F,1,C,5+,10,36.0,,758
1024042,P00037640,51-55,F,1,B,5+,13,20.0,,23280
1084851,P00012963,26-35,M,0,A,4,12,18.0,13.0,3125
1086160,P00089391,26-35,M,0,A,3,14,36.0,8.0,5893
1002483,P00094205,26-35,M,0,A,4,3,28.0,20.0,28000
1010890,P00054575,55+,F,1,C,2,4,32.0,14.0,572
1089480,P00082917,51-55,F,1,B,4,20,21.0,,26250
1031192,P00000953,0-17,M,0,A,1,14,40.0,,3452
1044675,P00093730,36-45,M,1,A,3,4,42.0,16.0,252
1072711,P00038289,0-17,M,0,A,1,5,40.0,,440
1091743,P00008017,55+,F,1,C,2,4,44.0,18.0,113
1028966,P00036444,36-45,F,1,B,2,15,,7.0,450
