User_ID,Product_ID,Age,Gender,Marital_Status,City_Category,Stay_In_Current_City_Years,Product_Category,Product_Subcategory_1,Product_Subcategory_2,Purchase,Age_Encoded,Stay_In_Current_City_Years_Encoded,Purchase_Is_Outlier,Purchase_Clipped,Gender_Encoded,Marital_Status_Encoded
1069556,P00056394,55+,F,1,C,5+,3,24.0,0,2733,6,5,False,2733,0,1
1056970,P00014178,26-35,M,0,A,1,15,20.0,0,340,2,1,False,340,1,0
1080229,P00019006,55+,F,1,C,5+,16,6.0,0,1436,6,5,False,1436,0,1
1030318,P00098002,26-35,M,0,A,2,13,30.0,0,21150,2,2,False,21150,1,0
1004813,P00009330,18-25,M,0,A,1,9,14.0,0,7505,1,1,False,7505,1,0
1075399,P00039099,26-35,M,0,A,1,6,40.0,10,7956,2,1,False,7956,1,0
1087519,P00065478,36-45,M,0,A,4,8,36.0,5,2573,3,4,False,2573,1,0
1058711,P00030552,0-17,M,0,A,2,15,40.0,0,533,0,2,False,533,1,0
1022524,P00016652,46-50,M,1,B,3,12,27.0,0,4654,4,3,False,4654,1,1
1077348,P00092156,26-35,M,0,A,1,20,7.0,7,23090,2,1,False,23090,1,0
1092100,P00088875,51-55,F,1,B,3,7,21.0,0,11629,5,3,False,11629,0,1
1043470,P00089413,46-50,M,1,A,2,10,40.0,14,1828,4,2,False,1828,1,1
1076983,P00004622,36-45,M,0,B,2,18,30.0,17,20030,3,2,False,20030,1,0
1086817,P00041701,46-50,F,1,B,3,11,9.0,0,6094,4,3,False,6094,0,1
1091241,P00094639,55+,F,1,C,4,20,28.0,13,19460,6,4,False,19460,0,1
1021175,P00062822,26-35,M,0,A,1,12,27.0,14,7362,2,1,False,7362,1,0
1065822,P00060221,55+,F,1,C,2,4,32.0,0,556,6,2,False,556,0,1
1057553,P00020771,55+,F,1,C,5+,8,3.0,0,2805,6,5,False,2805,0,1
1015803,P00036897,26-35,M,0,B,1,12,21.0,15,5340,2,1,False,5340,1,0
1089253,P00084647,36-45,F,1,B,1,3,14.0,0,3592,3,1,False,3592,0,1
1046886,P00041831,26-35,M,0,A,2,18,28.0,12,13060,2,2,False,13060,1,0
1030738,P00021040,55+,F,1,C,1,10,,0,223,6,1,False,223,0,1
1025846,P00014993,46-50,F,1,B,3,3,26.0,0,26830,4,3,False,26830,0,1
1027054,P00000370,55+,F,1,C,5+,6,28.0,10,7523,6,5,False,7523,0,1
1016990,P00008655,26-35,M,0,A,5+,13,26.0,0,26520,2,5,False,26520,1,0
1070869,P00049485,55+,F,1,C,3,11,14.0,15,7438,6,3,False,7438,0,1
1089645,P00038058,26-35,M,0,A,4,7,,20,8105,2,4,False,8105,1,0
1045415,P00056964,46-50,F,1,C,2,19,20.0,17,14790,4,2,False,14790,0,1
1059685,P00023511,46-50,M,1,A,5+,1,,0,4120,4,5,False,4120,1,1
1061367,P00060834,55+,F,1,C,5+,8,10.0,0,5936,6,5,False,5936,0,1
1091076,P00051300,55+,F,1,C,2,4,40.0,6,589,6,2,False,589,0,1
1070206,P00012789,26-35,M,0,A,5+,11,10.0,20,6186,2,5,False,6186,1,0
1008672,P00072685,51-55,F,1,B,3,4,30.0,5,243,5,3,False,243,0,1
1072830,P00087432,26-35,M,0,A,1,5,4.0,0,356,2,1,False,356,1,0
1032549,P00067958,51-55,F,1,C,2,16,32.0,0,593,5,2,False,593,0,1
1018995,P00009923,26-35,M,0,A,2,13,28.0,17,14490,2,2,False,14490,1,0
1035827,P00019639,36-45,F,1,B,2,15,36.0,20,305,3,2,False,305,0,1
1098093,P00095328,26-35,M,0,A,1,13,44.0,0,20490,2,1,False,20490,1,0
1014964,P00012393,51-55,F,1,B,5+,17,,5,1455,5,5,False,1455,0,1
1094325,P00006540,26-35,M,0,A,1,9,27.0,13,11877,2,1,False,11877,1,0
1072462,P00018050,46-50,M,1,B,5+,4,44.0,0,595,4,5,False,595,1,1
1091095,P00042843,36-45,F,1,B,4,17,30.0,0,320,3,4,False,320,0,1
1035856,P00043389,26-35,M,0,A,2,18,10.0,12,24370,2,2,False,24370,1,0
1087419,P00064069,36-45,M,1,A,1,13,,0,23540,3,1,False,23540,1,1
1026995,P00065331,46-50,F,1,B,3,17,27.0,0,1047,4,3,False,1047,0,1
1064693,P00071843,51-55,F,1,C,1,20,11.0,13,26950,5,1,False,26950,0,1
1054629,P00007801,46-50,M,1,A,4,10,36.0,0,352,4,4,False,352,1,1
1066464,P00034961,0-17,M,0,A,2,5,12.0,9,104,0,2,False,104,1,0
1044575,P00072425,55+,F,1,C,1,11,10.0,0,8550,6,1,False,8550,0,1
1017877,P00053342,46-50,M,1,B,1,12,10.0,16,9597,4,1,False,9597,1,1
1026692,P00009447,51-55,F,1,C,1,2,3.0,18,2452,5,1,False,2452,0,1
1035235,P00024443,18-25,M,0,A,2,4,,0,514,1,2,False,514,1,0
1086212,P00090982,55+,F,1,C,4,11,14.0,9,6586,6,4,False,6586,0,1
1076542,P00078433,46-50,M,1,A,5+,8,5.0,18,2320,4,5,False,2320,1,1
1025718,P00052838,36-45,M,0,A,2,3,,7,29870,3,2,True,28958,1,0
1008311,P00021096,55+,F,1,C,1,15,36.0,14,238,6,1,False,238,0,1
1080816,P00096620,46-50,M,1,A,5+,11,14.0,0,5861,4,5,False,5861,1,1
1064729,P00055340,36-45,M,1,A,5+,3,28.0,18,21620,3,5,False,21620,1,1
1051143,P00095300,26-35,M,0,A,3,13,,0,19360,2,3,False,19360,1,0
1017560,P00069691,36-45,M,1,A,1,17,6.0,19,123,3,1,False,123,1,1
1004128,P00087805,26-35,M,0,B,1,11,42.0,0,10300,2,1,False,10300,1,0
1013121,P00010786,26-35,M,0,B,1,3,,10,2870,2,1,False,2870,1,0
1056826,P00021202,0-17,M,0,A,1,16,20.0,0,537,0,1,False,537,1,0
1063019,P00059127,26-35,M,0,A,4,4,44.0,0,250,2,4,False,250,1,0
1010045,P00088732,51-55,F,1,B,1,9,,0,8976,5,1,False,8976,0,1
1057709,P00004398,36-45,M,0,A,4,5,4.0,0,514,3,4,False,514,1,0
1040266,P00047701,55+,F,1,C,2,17,12.0,13,313,6,2,False,313,0,1
1058811,P00059595,26-35,M,0,A,4,6,,0,9433,2,4,False,9433,1,0
1049523,P00077291,0-17,M,0,A,2,10,6.0,0,255,0,2,False,255,1,0
1036663,P00049667,46-50,M,1,A,3,6,45.0,0,10912,4,3,False,10912,1,1
1054793,P00000404,18-25,M,0,A,3,20,39.0,0,28520,1,3,False,28520,1,0
1071353,P00056195,51-55,F,1,C,2,20,42.0,5,19390,5,2,False,19390,0,1
1046186,P00058800,36-45,M,0,B,1,17,,0,391,3,1,False,391,1,0
1024370,P00072217,0-17,M,0,A,1,9,7.0,0,8698,0,1,False,8698,1,0
1049141,P00008604,26-35,M,0,A,2,13,44.0,0,29390,2,2,True,28958,1,0
1082690,P00051282,51-55,F,1,C,5+,3,21.0,14,3093,5,5,False,3093,0,1
1066319,P00025028,46-50,F,1,B,2,5,,17,334,4,2,False,334,0,1
1057608,P00068130,26-35,M,0,A,4,13,36.0,0,12930,2,4,False,12930,1,0
1057074,P00024562,46-50,F,1,B,5+,3,28.0,0,24680,4,5,False,24680,0,1
1086122,P00095895,51-55,F,1,C,2,5,20.0,0,264,5,2,False,264,0,1
1007401,P00001383,55+,F,1,C,4,16,18.0,18,2709,6,4,False,2709,0,1
1072857,P00032596,36-45,M,1,A,4,3,40.0,19,21440,3,4,False,21440,1,1
1019594,P00039784,36-45,M,1,A,5+,13,,0,12690,3,5,False,12690,1,1
1069534,P00040983,51-55,F,1,B,4,10,25.0,0,2874,5,4,False,2874,0,1
1032870,P00037021,0-17,M,0,A,2,5,16.0,0,322,0,2,False,322,1,0
1044004,P00059766,26-35,M,0,A,4,8,18.0,0,519,2,4,False,519,1,0
1049017,P00023678,26-35,M,0,A,5+,11,36.0,0,10787,2,5,False,10787,1,0
1013709,P00015036,51-55,F,1,B,1,3,24.0,0,27490,5,1,False,27490,0,1
1000481,P00090943,26-35,M,0,B,1,11,10.0,7,8345,2,1,False,8345,1,0
1001413,P00042543,18-25,M,0,A,2,16,16.0,0,583,1,2,False,583,1,0
1039335,P00006962,46-50,F,1,B,5+,8,39.0,8,2808,4,5,False,2808,0,1
1046401,P00041831,26-35,M,0,A,4,18,28.0,12,13060,2,4,False,13060,1,0
1051617,P00037299,18-25,M,0,A,2,3,14.0,0,18420,1,2,False,18420,1,0
1092484,P00078590,36-45,F,1,B,1,14,35.0,0,3813,3,1,False,3813,0,1
1002338,P00067334,55+,F,1,C,1,11,42.0,0,9945,6,1,False,9945,0,1
1002285,P00074593,51-55,F,1,C,2,1,42.0,0,4746,5,2,False,4746,0,1
1098954,P00064596,26-35,M,0,A,4,18,,0,25660,2,4,False,25660,1,0
1049195,P00078860,26-35,M,0,B,3,5,6.0,8,451,2,3,False,451,1,0
1024037,P00098422,0-17,M,0,A,1,14,14.0,0,3329,0,1,False,3329,1,0
1058495,P00055630,36-45,M,0,B,2,3,26.0,0,20620,3,2,False,20620,1,0
1057561,P00086539,51-55,F,1,C,2,4,16.0,10,527,5,2,False,527,0,1
1050273,P00035626,46-50,M,1,B,3,12,,10,6100,4,3,False,6100,1,1
1039240,P00007687,36-45,M,1,A,5+,19,,0,13780,3,5,False,13780,1,1
1042740,P00053573,55+,F,1,C,2,3,22.0,0,19860,6,2,False,19860,0,1
1000481,P00049414,26-35,M,0,B,1,16,42.0,0,351,2,1,False,351,1,0
1061118,P00093027,46-50,M,1,B,1,3,13.0,11,17690,4,1,False,17690,1,1
1035199,P00027144,36-45,M,0,A,2,16,,0,266,3,2,False,266,1,0
1046636,P00042825,26-35,M,0,A,4,19,22.0,0,23080,2,4,False,23080,1,0
1084386,P00030169,46-50,M,1,A,4,19,42.0,0,27030,4,4,False,27030,1,1
1084304,P00056364,26-35,M,0,A,4,16,36.0,0,2441,2,4,False,2441,1,0
1047823,P00026161,46-50,M,1,B,2,5,,11,150,4,2,False,150,1,1
1072895,P00077084,55+,F,1,C,2,3,11.0,7,20810,6,2,False,20810,0,1
1029338,P00005261,46-50,M,1,A,5+,3,7.0,0,23950,4,5,False,23950,1,1
1027856,P00042882,26-35,M,0,A,2,5,,19,504,2,2,False,504,1,0
1013547,P00087756,51-55,F,1,B,1,12,7.0,0,4532,5,1,False,4532,0,1
1007433,P00085769,26-35,M,0,A,4,11,,8,11751,2,4,False,11751,1,0
1080509,P00054882,36-45,M,1,A,1,3,36.0,0,1041,3,1,False,1041,1,1
1023706,P00093806,36-45,M,0,A,4,17,27.0,0,1825,3,4,False,1825,1,0
1083193,P00053354,36-45,M,0,A,5+,3,40.0,0,7304,3,5,False,7304,1,0
1073248,P00076619,18-25,M,0,A,1,10,,20,590,1,1,False,590,1,0
1025750,P00052510,51-55,F,1,C,3,4,,0,574,5,3,False,574,0,1
1071065,P00058766,51-55,F,1,C,4,11,36.0,0,3730,5,4,False,3730,0,1
1056876,P00035626,26-35,M,0,A,3,12,,10,6100,2,3,False,6100,1,0
1094948,P00028106,18-25,M,0,A,5+,10,30.0,0,298,1,5,False,298,1,0
1058179,P00024477,26-35,M,0,B,5+,13,35.0,0,27990,2,5,False,27990,1,0
1059103,P00099120,26-35,M,0,A,2,18,13.0,0,23060,2,2,False,23060,1,0
1038994,P00060293,46-50,M,1,B,4,14,9.0,0,7376,4,4,False,7376,1,1
1092727,P00057363,46-50,F,1,B,2,6,30.0,10,8941,4,2,False,8941,0,1
1021592,P00023219,36-45,M,0,A,3,16,36.0,0,249,3,3,False,249,1,0
1029137,P00087183,55+,F,1,C,5+,11,14.0,0,6864,6,5,False,6864,0,1
1055000,P00016022,18-25,M,0,A,5+,5,32.0,17,562,1,5,False,562,1,0
1054158,P00070465,46-50,M,1,B,4,17,,0,1368,4,4,False,1368,1,1
1005772,P00072749,51-55,F,1,B,3,6,,0,10952,5,3,False,10952,0,1
1023856,P00004752,36-45,M,0,A,4,3,36.0,0,5272,3,4,False,5272,1,0
1033838,P00096338,46-50,F,1,B,5+,8,,0,7087,4,5,False,7087,0,1
1079042,P00028084,36-45,M,0,B,1,15,36.0,9,348,3,1,False,348,1,0
1017775,P00083898,46-50,M,1,B,1,12,10.0,0,5055,4,1,False,5055,1,1
1063577,P00003426,26-35,M,0,A,3,16,,0,447,2,3,False,447,1,0
1002724,P00078516,18-25,M,0,A,5+,6,7.0,0,7618,1,5,False,7618,1,0
1058423,P00043444,55+,F,1,C,5+,3,13.0,12,15890,6,5,False,15890,0,1
1043444,P00031161,55+,F,1,C,2,16,44.0,0,369,6,2,False,369,0,1
1022793,P00087690,51-55,F,1,C,1,3,40.0,0,4486,5,1,False,4486,0,1
1085467,P00003018,36-45,M,1,A,3,3,33.0,19,1082,3,3,False,1082,1,1
1042955,P00049531,55+,F,1,C,4,14,45.0,0,5716,6,4,False,5716,0,1
1032062,P00073116,46-50,F,1,C,2,5,30.0,0,244,4,2,False,244,0,1
1068293,P00056316,36-45,M,0,A,4,17,40.0,19,1013,3,4,False,1013,1,0
1079808,P00035794,46-50,F,1,B,5+,20,,20,28460,4,5,False,28460,0,1
1068690,P00072809,46-50,M,1,B,5+,7,,0,12065,4,5,False,12065,1,1
1014882,P00049077,26-35,M,0,A,5+,10,9.0,11,1210,2,5,False,1210,1,0
1086351,P00078369,36-45,M,0,A,5+,12,42.0,0,11136,3,5,False,11136,1,0
1084918,P00070856,0-17,M,0,A,1,7,7.0,6,8171,0,1,False,8171,1,0
1045979,P00005627,46-50,F,1,B,4,3,14.0,0,25690,4,4,False,25690,0,1
1097374,P00057246,36-45,F,1,B,4,17,24.0,0,187,3,4,False,187,0,1
1072606,P00065839,55+,F,1,C,5+,9,,0,7540,6,5,False,7540,0,1
1053674,P00023246,36-45,M,1,A,5+,7,27.0,8,8888,3,5,False,8888,1,1
1065917,P00023984,18-25,M,0,A,2,5,,9,504,1,2,False,504,1,0
1006110,P00023477,36-45,M,1,A,2,3,35.0,0,25950,3,2,False,25950,1,1
1013709,P00095328,51-55,F,1,B,1,13,44.0,0,20490,5,1,False,20490,0,1
1053254,P00071397,36-45,M,1,A,3,13,26.0,0,18250,3,3,False,18250,1,1
1059349,P00084758,18-25,M,0,A,1,4,40.0,0,211,1,1,False,211,1,0
1000164,P00064069,55+,F,1,C,2,13,,0,23540,6,2,False,23540,0,1
1083491,P00028084,18-25,M,0,A,2,15,36.0,9,348,1,2,False,348,1,0
1095068,P00030655,55+,F,1,C,4,10,36.0,0,3271,6,4,False,3271,0,1
1011789,P00051900,55+,F,1,C,3,17,8.0,0,196,6,3,False,196,0,1
1042753,P00054034,46-50,M,1,B,4,17,39.0,0,1475,4,4,False,1475,1,1
1020159,P00000610,36-45,M,0,B,2,17,10.0,14,2808,3,2,False,2808,1,0
1076145,P00009955,26-35,M,0,A,5+,8,15.0,0,2665,2,5,False,2665,1,0
1030019,P00089916,36-45,M,0,B,2,3,20.0,0,21800,3,2,False,21800,1,0
1041884,P00007851,18-25,M,0,A,1,17,36.0,8,137,1,1,False,137,1,0
1006290,P00082670,26-35,M,0,A,4,20,10.0,10,12360,2,4,False,12360,1,0
1086163,P00020109,51-55,F,1,C,5+,16,,0,661,5,5,False,661,0,1
1058240,P00072685,46-50,M,1,B,4,4,30.0,5,243,4,4,False,243,1,1
1090745,P00045621,26-35,M,0,B,1,15,6.0,0,186,2,1,False,186,1,0
1079610,P00032180,51-55,F,1,C,5+,4,44.0,8,545,5,5,False,545,0,1
1011129,P00022673,18-25,M,0,A,1,11,9.0,0,10561,1,1,False,10561,1,0
1047451,P00093806,51-55,F,1,B,5+,17,27.0,0,1825,5,5,False,1825,0,1
1005222,P00045250,46-50,F,1,C,2,2,,0,1262,4,2,False,1262,0,1
1092698,P00032818,55+,F,1,C,1,7,10.0,0,8307,6,1,False,8307,0,1
1097894,P00007992,55+,F,1,C,2,11,9.0,7,3518,6,2,False,3518,0,1
1068282,P00062898,46-50,M,1,B,4,3,,0,15190,4,4,False,15190,1,1
1077422,P00085227,36-45,F,1,B,1,17,32.0,18,558,3,1,False,558,0,1
1016319,P00029215,26-35,M,0,B,1,17,,0,489,2,1,False,489,1,0
1044556,P00019026,55+,F,1,C,3,1,,0,5071,6,3,False,5071,0,1
1037139,P00007652,36-45,M,1,A,4,5,4.0,19,270,3,4,False,270,1,1
1044799,P00037299,26-35,M,0,A,3,3,14.0,0,18420,2,3,False,18420,1,0
1027116,P00064512,0-17,M,0,A,1,12,9.0,0,7178,0,1,False,7178,1,0
1064729,P00095328,36-45,M,1,A,5+,13,44.0,0,20490,3,5,False,20490,1,1
1044749,P00038818,46-50,F,1,B,5+,11,7.0,0,7742,4,5,False,7742,0,1
1089191,P00003426,36-45,M,0,A,2,16,,0,447,3,2,False,447,1,0
1030326,P00099120,0-17,M,0,A,2,18,13.0,0,23060,0,2,False,23060,1,0
1013343,P00024477,36-45,M,1,A,3,13,35.0,0,27990,3,3,False,27990,1,1
1038801,P00069480,46-50,M,1,B,4,4,32.0,15,504,4,4,False,504,1,1
1069733,P00030655,55+,F,1,C,1,10,36.0,0,3271,6,1,False,3271,0,1
1055202,P00000947,36-45,M,1,A,2,13,,8,15340,3,2,False,15340,1,1
1038068,P00009532,26-35,M,0,A,1,12,,19,8958,2,1,False,8958,1,0
1000804,P00096342,26-35,M,0,A,4,3,44.0,0,16010,2,4,False,16010,1,0
1081290,P00029366,18-25,M,0,A,2,11,40.0,0,11779,1,2,False,11779,1,0
1072857,P00053585,36-45,M,1,A,4,8,10.0,8,642,3,4,False,642,1,1
1052321,P00098213,36-45,M,1,A,4,16,,19,537,3,4,False,537,1,1
1042087,P00068070,0-17,M,0,A,2,15,4.0,17,214,0,2,False,214,1,0
1030187,P00024778,26-35,M,0,A,3,16,16.0,0,498,2,3,False,498,1,0
1068194,P00038305,18-25,M,0,A,5+,1,36.0,0,5874,1,5,False,5874,1,0
1089207,P00060293,18-25,M,0,A,4,14,9.0,0,7376,1,4,False,7376,1,0
1033883,P00076601,36-45,M,1,A,1,19,20.0,6,21930,3,1,False,21930,1,1
1016576,P00075833,55+,F,1,C,5+,14,,0,4813,6,5,False,4813,0,1
1049147,P00056195,36-45,M,1,A,4,20,42.0,5,19390,3,4,False,19390,1,1
1060171,P00085164,46-50,M,1,A,4,6,,0,12061,4,4,False,12061,1,1
1041612,P00031451,51-55,F,1,B,5+,16,8.0,9,190,5,5,False,190,0,1
1054581,P00018050,46-50,F,1,B,2,4,44.0,0,595,4,2,False,595,0,1
1025554,P00013981,26-35,M,0,A,5+,17,25.0,11,1351,2,5,False,1351,1,0
1095394,P00049085,51-55,F,1,C,1,15,,12,333,5,1,False,333,0,1
1078906,P00040342,36-45,M,0,A,4,12,45.0,0,7243,3,4,False,7243,1,0
1010548,P00012789,51-55,F,1,B,5+,11,10.0,20,6186,5,5,False,6186,0,1
1085252,P00007722,46-50,M,1,A,1,2,21.0,12,1572,4,1,False,1572,1,1
1079253,P00064867,36-45,M,0,A,5+,19,21.0,0,23300,3,5,False,23300,1,0
1036259,P00071397,46-50,F,1,B,3,13,26.0,0,18250,4,3,False,18250,0,1
1033735,P00005606,55+,F,1,C,2,15,16.0,0,197,6,2,False,197,0,1
1060596,P00082851,51-55,F,1,B,3,6,21.0,14,8186,5,3,False,8186,0,1
1077334,P00004622,0-17,M,0,A,1,18,30.0,17,20030,0,1,False,20030,1,0
1060984,P00096356,36-45,M,1,A,5+,15,40.0,0,552,3,5,False,552,1,1
1091588,P00044280,26-35,M,0,A,1,4,32.0,0,563,2,1,False,563,1,0
1086771,P00090195,46-50,F,1,B,5+,8,,0,6712,4,5,False,6712,0,1
